	SRR12626034	SRR12626035	SRR12626036	SRR12626040	SRR12626041	SRR12626042
PPP1R15A	65	80	32	90	49	65
PPP1R15B	1876	1803	1667	2646	1521	2042
PPP1R17	114	161	168	232	119	117
PPP1R1B	99	131	106	75	25	48
PPP1R1C	184	196	191	230	108	186
PPP1R2	1226	1073	951	1261	733	1077
PPP1R21	564	442	455	795	414	565
PPP1R26	49	43	52	66	38	29
PPP1R3B	961	1272	923	3062	1608	2161
PPP1R3C	161	376	243	326	174	252
PPP1R3D	55	38	72	62	45	59
PPP1R3E	465	634	556	443	268	401
PPP1R42	493	360	364	431	222	362
PPP1R7	766	730	522	996	631	864
PPP1R8	382	374	266	481	352	488
PPP1R9A	5898	5555	4935	6837	3217	5159
PPP2CA	944	916	833	1602	941	1089
PPP2CB	1819	1558	1589	2669	1510	1854
PPP2R1A	1084	1052	543	1454	945	1205
PPP2R1B	2827	2399	2315	5909	3266	3590
PPP2R2A	1108	1018	1004	1501	686	1211
PPP2R2B	1498	1382	1084	2306	1182	1379
PPP2R2D	89	112	60	106	57	75
PPP2R3A	1550	1299	1306	1896	937	1191
PPP2R3C	2364	2225	2199	3430	1718	2386
PPP2R4	94	93	69	106	63	67
PPP2R5A	786	612	592	659	316	505
PPP2R5C	1769	1897	1545	2700	1515	1957
PPP2R5D	57	85	61	86	51	57
PPP2R5E	627	611	508	622	408	565
PPP3CA	2772	2082	2092	5879	2582	3148
PPP3CB	1415	1493	1337	1922	1167	1451
PPP3CB-AS1	40	51	32	78	25	36
PPP3CC	596	602	550	548	291	451
PPP3R1	247	187	174	287	202	299
PPP4C	118	96	56	127	79	67
PPP4R1	1180	954	799	2253	1275	1384
PPP4R1L	76	164	103	214	122	151
PPP4R2	583	547	505	870	427	617
PPP4R3A	1705	1535	1322	1962	1094	1516
PPP4R3B	2060	2103	1848	1945	1229	1926
PPP5C	72	87	44	86	42	58
PPP5D1	77	86	44	69	38	62
PPP6C	2359	2051	2012	3267	1906	2544
PPP6R2	53	52	47	54	33	44
PPP6R3	4212	3341	2684	5237	2600	3020
PPRC1	139	143	139	224	169	186
PPT1	13297	12872	11197	18214	10083	13100
PPTC7	96	132	98	140	93	117
PPWD1	2891	2686	2531	3604	1641	2717
PQBP1	70	76	57	98	60	75
PQLC3	73	88	83	88	28	67
PRAF2	107	119	83	145	110	104
PRC1	258	307	249	451	237	268
PRCC	313	258	238	386	210	251
PRCP	2928	3041	2804	2646	1720	2300
PRDM10	167	213	110	182	141	176
PRDM11	67	83	55	49	28	54
PRDM16	163	110	142	99	79	93
PRDM2	792	709	624	1082	681	769
PRDM4	572	601	436	959	490	660
PRDM5	506	355	288	365	213	397
PRDX1	6395	6989	6569	9958	6574	7931
PRDX2	5298	5352	3834	6381	4028	4714
PRDX3	37213	34730	33778	50345	28206	36211
PRDX4	872	776	443	954	506	799
PRDX5	1188	1108	788	1308	857	1152
PRDX6	7430	8152	7266	11610	7594	9698
PREB	146	140	109	188	105	123
PRELID2	1097	1094	1114	842	468	755
PREP	207	203	149	332	212	228
PREPL	22303	20010	19819	24068	13305	21378
PREX2	34	61	38	120	34	66
PRICKLE1	159	119	150	104	56	72
PRICKLE2	1915	1378	1397	4164	1874	1756
PRIM1	103	94	91	150	63	90
PRIM2	164	104	103	187	145	138
PRIMPOL	333	253	271	268	199	223
PRKAA1	4459	4081	3886	6636	3179	4810
PRKAA2	5126	4388	3747	8152	2768	6777
PRKAB1	276	221	230	402	180	180
PRKAB2	548	663	513	891	476	548
PRKACA	57	53	44	61	27	41
PRKACB	1774	1485	1282	3536	1499	1756
PRKAG1	1133	1232	1206	1662	1214	1194
PRKAG2	32	46	63	65	59	60
PRKAR1A	9248	8621	7775	10521	6356	7956
PRKAR2A	141	143	164	168	121	129
PRKAR2A-AS1	68	75	79	46	37	77
PRKAR2B	668	495	561	752	420	543
PRKCA	2105	2151	1869	3407	1891	2060
PRKCB	446	569	451	641	276	371
PRKCE	150	107	110	164	116	192
PRKCI	1502	1376	1245	2288	1211	1491
PRKCQ	1327	1184	1141	567	382	770
PRKCQ-AS1	1027	875	845	467	300	577
PRKCSH	181	199	137	168	133	159
PRKD1	93	72	38	155	26	66
PRKD2	30	39	24	64	25	44
PRKD3	1913	2097	1837	2765	1367	1939
PRKDC	1487	1430	1117	2263	1251	1574
PRKG1	528	367	373	420	241	375
PRKG2	48	49	38	62	27	38
PRKRA	387	353	297	366	215	307
PRKRIR	703	643	593	674	508	567
PRKX	294	294	268	441	231	339
PRKXP1	81	56	41	39	21	46
PRKY	363	317	297	573	253	427
PRLR	8151	7580	6378	4922	1894	6196
PRMT1	118	172	115	200	138	167
PRMT2	2647	2358	1575	3011	1696	2105
PRMT3	383	432	363	546	280	472
PRMT5	526	448	299	672	435	585
PRMT6	166	141	149	183	132	148
PRMT7	218	171	104	174	150	136
PRMT9	296	251	237	394	148	342
PRNCR1	174	107	95	130	49	129
PRND	7415	7528	5806	3702	2069	3725
PRNP	6649	5939	5858	5239	3070	4930
PROCR	61	96	34	282	140	209
PROM1	9256	7867	8512	7794	4791	7256
PROS1	2269	2109	1849	1550	710	1563
PROSC	530	483	454	601	338	468
PROSER1	408	369	376	688	334	475
PROSER2	61	42	62	120	79	83
PROX1	130	158	141	135	90	203
PRPF18	1041	1046	1018	1532	836	1145
PRPF19	34	28	40	54	26	28
PRPF3	1738	1865	1604	2162	1396	1789
PRPF38A	2713	2242	2014	3083	1687	2377
PRPF38B	935	776	758	1225	719	992
PRPF39	3468	3268	3110	4424	2032	3111
PRPF4	1856	2048	1922	2830	1924	1947
PRPF40A	8209	7274	6313	12329	5758	9435
PRPF4B	3564	3074	2888	5476	2566	3686
PRPF6	132	134	114	126	79	94
PRPF8	51	40	33	125	15	36
PRPS1	672	669	519	676	512	676
PRPS2	386	380	360	823	506	548
PRPSAP1	554	593	483	545	333	399
PRPSAP2	889	801	702	1206	687	840
PRR11	97	75	53	123	91	53
PRR13	1139	1047	795	1636	999	1213
PRR14L	1280	1499	1073	1545	821	1262
PRR16	31	46	16	5	5	16
PRR36	23	40	29	25	38	27
PRR5L	14	35	31	64	33	31
PRRC1	6473	7775	6686	9123	5273	7366
PRRC2B	2107	2282	1965	2483	1610	1937
PRRC2C	6483	6260	5555	9453	4215	6445
PRRG1	570	649	620	1129	582	749
PRRG4	98	98	94	58	26	49
PRRT2	47	65	31	53	18	29
PRSS12	637	485	396	1246	612	678
PRSS23	688	888	569	2483	1271	1227
PRSS37	49	55	46	25	12	31
PRSS48	61	46	32	67	37	58
PRTFDC1	453	428	451	403	244	326
PRTG	6844	7607	6650	6704	2695	6167
PRUNE	471	496	460	521	346	528
PRUNE2	6181	6382	5584	9392	3965	6675
PSAP	60625	62484	42798	47995	29154	40217
PSAT1	1637	1541	1279	2017	1216	1406
PSD2	85	107	87	176	89	85
PSD3	2771	2603	2480	2864	1749	2571
PSEN1	2525	2484	2084	3331	1884	2471
PSEN2	66	59	43	74	66	54
PSENEN	2043	1978	1649	2606	1990	2109
PSG1	13	34	30	81	47	53
PSIP1	3995	3319	3077	3963	1652	3127
PSKH1	48	33	34	51	29	43
PSMA1	5540	5680	5349	8400	5057	6224
PSMA2	7891	7229	6904	12037	7353	8387
PSMA3	4519	3925	3950	6120	3642	4580
PSMA3-AS1	3648	2514	2629	3618	1841	2675
PSMA4	6619	6024	5731	11062	6166	7198
PSMA5	3588	3233	3331	5656	3284	3800
PSMA6	4694	4836	4311	8283	4920	5757
PSMA7	1186	1054	834	1872	1046	1236
PSMB1	7136	7156	6807	11343	6735	8125
PSMB10	52	46	28	71	35	57
PSMB2	3005	2927	2712	4799	3006	3697
PSMB3	37	36	42	75	34	52
PSMB4	2299	2111	1965	3920	2287	2496
PSMB5	5850	5998	5451	8834	5587	6414
PSMB6	1058	1023	780	1808	1175	1201
PSMB7	2367	2501	2380	3679	2421	2662
PSMC1	2138	2185	2080	3416	2119	2430
PSMC2	6987	6134	6289	9442	5409	6884
PSMC3	576	490	290	810	457	557
PSMC4	2631	2427	1586	3866	2216	2741
PSMC5	1868	1627	1409	3330	2167	2147
PSMC6	3691	3554	3435	5823	3036	4505
PSMD1	2380	2112	1882	3879	2499	3024
PSMD10	5488	5078	4976	9099	5459	6537
PSMD11	5339	5139	4615	7627	4711	5142
PSMD12	834	762	690	1317	819	928
PSMD13	2543	2709	2385	3755	2341	2783
PSMD14	5501	4739	4466	9660	5971	6468
PSMD2	1355	1421	1264	2714	1588	1723
PSMD3	78	90	59	85	67	68
PSMD4	707	604	556	1066	648	658
PSMD5	483	512	454	690	286	564
PSMD5-AS1	66	67	87	75	18	49
PSMD6	1241	1036	834	1769	1003	1181
PSMD6-AS2	1252	1190	1132	1208	468	1047
PSMD7	1670	1547	1386	2130	1346	1612
PSMD8	1183	1365	940	1972	1267	1376
PSMD9	124	140	88	178	100	144
PSME1	1854	1842	1528	2414	1610	1815
PSME2	1483	1419	1317	3029	2001	2156
PSME3	507	445	365	853	551	668
PSME4	2284	1970	1988	3412	1944	2197
PSMF1	759	640	459	895	569	682
PSMG1	123	149	90	129	77	91
PSMG2	1114	1153	1039	1739	1026	1283
PSMG3	101	82	59	139	76	88
PSMG3-AS1	46	36	44	45	31	24
PSMG4	31	24	20	36	40	29
PSPC1	328	261	255	386	164	339
PSPH	151	104	76	135	80	105
PSTK	297	210	177	268	191	189
PSTPIP2	527	622	575	1148	641	924
PTAFR	10	20	22	96	48	40
PTAR1	6056	6457	5610	7542	3170	5967
PTBP1	163	141	123	254	136	173
PTBP2	1505	1304	1059	2225	1133	1568
PTBP3	4149	3710	3627	4151	2314	3480
PTCD2	676	710	730	967	645	883
PTCD3	6230	5431	4482	8227	4481	5895
PTCH1	49	65	55	34	24	37
PTCHD1	621	637	547	787	430	452
PTCHD4	729	532	473	1074	562	813
PTDSS1	1914	2095	1826	2577	1454	1792
PTEN	10949	8231	7458	12918	5745	8040
PTER	147	121	115	94	36	78
PTGDS	68	82	38	78	34	29
PTGER2	58	68	44	47	49	66
PTGES	11	13	0	88	32	18
PTGES3	1860	1665	1414	2664	1384	1841
PTGES3L	34	35	40	52	42	49
PTGFRN	1420	1462	1231	2606	1564	1824
PTGR1	1144	1469	1080	1815	984	1420
PTGR2	1868	1803	1724	2134	1190	1845
PTGS1	81	103	64	35	18	23
PTGS2	9	21	10	61	26	17
PTHLH	738	624	479	3087	1717	1915
PTK2	4228	4221	3830	9322	4713	5993
PTK2B	242	381	246	210	144	252
PTK7	91	74	34	180	98	109
PTMA	6410	6384	5204	8952	5467	6398
PTMS	55	58	44	99	76	73
PTN	1152	962	861	2300	1335	1674
PTOV1	89	99	65	129	48	103
PTOV1-AS1	197	156	168	213	131	156
PTP4A1	2144	2119	1801	3478	1883	2395
PTP4A2	1628	1716	1496	3285	1870	2187
PTPDC1	302	273	199	430	159	317
PTPMT1	38	47	45	76	48	55
PTPN1	72	79	48	68	65	58
PTPN11	5054	4961	4998	8316	4761	5824
PTPN12	1364	1268	1195	2148	995	1467
PTPN13	4453	3693	3742	4659	2469	3742
PTPN14	3014	2964	3017	3548	1936	2748
PTPN18	133	135	169	126	73	102
PTPN2	822	791	653	1153	557	855
PTPN21	425	408	363	525	291	456
PTPN3	1166	1354	1057	959	676	1168
PTPN4	2203	1751	1572	2036	684	1344
PTPN9	362	308	352	496	342	377
PTPRA	643	693	527	808	431	569
PTPRB	38	49	21	28	41	14
PTPRC	476	192	182	129	59	159
PTPRD	2259	2132	1994	2162	1068	1422
PTPRE	497	459	421	767	389	470
PTPRF	186	279	168	370	185	219
PTPRG	1778	1488	1379	2400	923	1586
PTPRG-AS1	393	420	262	489	203	275
PTPRJ	530	447	387	466	248	329
PTPRK	59	31	25	49	46	40
PTPRM	1076	1105	913	976	712	942
PTPRN2	233	274	172	194	86	174
PTPRO	270	253	172	491	372	323
PTPRR	15	27	13	59	40	16
PTPRS	370	363	259	413	262	271
PTPRT	59	86	41	78	54	39
PTPRU	47	53	27	64	56	63
PTPRZ1	2042	1682	1691	3733	1958	2381
PTRF	205	248	159	1052	683	616
PTRH2	645	672	637	1293	719	794
PTRHD1	267	190	141	256	168	161
PTS	835	797	692	1511	900	936
PTTG1	1530	1697	1467	2317	1609	1953
PTTG1IP	408	383	284	870	477	522
PTX3	153	108	114	277	150	150
PUM1	8463	8597	7570	11484	7164	9430
PUM2	6428	6203	5619	7257	3546	5496
PURA	1183	1186	1219	1345	602	1016
PURB	616	656	588	818	586	881
PURG	303	246	186	238	93	254
PUS10	552	542	430	493	220	373
PUS3	475	431	484	685	478	473
PUS7	233	187	181	405	253	282
PUS7L	847	708	708	1121	500	982
PVR	227	231	167	491	269	299
PVRL1	35	58	46	65	36	34
PVRL2	69	62	46	124	65	88
PVRL3	449	368	323	567	279	380
PVT1	60	76	47	114	74	80
PWAR1	233	262	232	297	115	174
PWAR5	1687	2348	2103	1764	826	1678
PWARSN	4616	5033	4861	4647	2520	4191
PWP1	2588	2410	2349	3520	2072	2583
PWWP2A	1697	1468	1430	1754	782	1248
PXDC1	55	48	13	62	52	50
PXDN	895	753	581	944	533	572
PXK	512	459	398	337	237	384
PXMP4	48	56	35	47	35	47
PXN	162	164	108	300	165	170
PXYLP1	1548	1472	1589	1973	1348	1715
PYCR1	72	89	37	118	68	69
PYGB	60	67	52	160	66	71
PYGL	182	274	156	523	294	367
PYGO1	5328	5141	4355	8483	3336	6258
PYGO2	131	121	140	199	117	146
PYROXD1	192	172	167	270	108	206
QARS	2242	2259	1939	2112	1432	1825
QDPR	108	105	77	142	89	114
QKI	6382	5481	5590	8176	4334	6317
QPRT	77	69	72	49	55	48
QRICH1	626	608	545	820	519	627
QRSL1	1581	1364	1452	2145	1227	1743
QSER1	5592	4532	4601	4745	1983	3833
QSOX1	45	43	36	79	44	59
QSOX2	42	47	35	102	61	32
QTRTD1	1816	1589	1653	2611	1458	1791
R3HCC1	26	31	16	42	28	46
R3HCC1L	1303	1252	1141	1896	1043	1477
R3HDM1	1396	1195	983	1675	1035	1422
R3HDM2	748	844	744	831	528	581
RAB10	736	853	724	1370	641	947
RAB11A	7131	6959	6293	10600	5899	7510
RAB11B	76	94	63	111	53	79
RAB11B-AS1	43	46	36	50	32	52
RAB11FIP1	2713	3020	2704	2593	1604	2235
RAB11FIP2	12929	12184	12023	6951	3625	6644
RAB11FIP4	94	90	53	99	54	75
RAB11FIP5	94	133	108	176	105	146
RAB12	61	88	67	88	38	73
RAB13	302	305	273	571	314	336
RAB14	1485	1479	1449	1760	1025	1313
RAB15	67	61	58	166	62	86
RAB18	11276	9734	8776	12998	6880	9352
RAB1A	2083	2171	1699	2621	1633	2161
RAB1B	94	130	70	125	69	102
RAB21	1500	1443	1373	2242	1192	1659
RAB22A	1293	1283	1139	2063	1265	1249
RAB23	455	339	382	743	295	438
RAB24	138	118	134	132	96	86
RAB27A	426	521	416	530	329	527
RAB27B	227	141	198	201	47	166
RAB28	209	187	164	178	102	135
RAB29	591	625	554	776	455	639
RAB2A	3253	3069	2938	4517	2250	3229
RAB2B	1623	1809	1532	2492	1307	1778
RAB30	3556	3548	3358	4293	2538	3479
RAB30-AS1	309	195	198	308	226	251
RAB31	724	628	607	1739	945	976
RAB32	87	81	46	183	109	107
RAB33B	1368	1467	1388	1888	984	1362
RAB34	137	127	88	202	134	134
RAB36	469	422	335	388	267	340
RAB37	58	46	28	20	9	31
RAB38	48	56	47	65	31	32
RAB39B	169	168	109	239	144	132
RAB3B	2795	2494	2230	3399	2303	2652
RAB3C	255	262	221	396	262	249
RAB3D	1057	1015	991	1399	910	1086
RAB3GAP1	2129	2127	1909	3995	2387	3492
RAB3GAP2	20870	18070	16590	25009	12016	21455
RAB3IP	4035	3039	2911	2276	1158	2283
RAB41	75	64	68	35	26	43
RAB4A	1190	992	940	862	502	685
RAB5A	2237	2355	2106	3773	2093	2504
RAB5B	1827	2140	1771	2122	1489	1899
RAB5C	25	27	16	48	40	32
RAB6A	1358	1226	1136	1595	901	1199
RAB6B	634	701	589	792	506	487
RAB7A	1214	1328	1104	1546	978	1159
RAB8A	428	314	297	464	304	415
RAB8B	15104	14803	14697	14543	7776	13397
RAB9A	381	330	270	557	265	423
RAB9B	338	322	284	614	305	300
RABEP1	2246	1824	1940	3114	1483	2111
RABEPK	341	305	253	553	377	390
RABGAP1	576	571	552	574	370	513
RABGAP1L	11210	8771	8918	6088	3436	6579
RABGEF1	1220	1082	862	1763	793	1197
RABGGTA	151	151	118	240	127	152
RABGGTB	2293	2306	2128	3516	1910	2688
RABIF	225	199	215	386	206	277
RABL2A	250	182	183	181	109	160
RABL2B	160	139	123	208	117	183
RABL3	2982	2490	2482	4047	2536	3001
RAC1	7376	6926	6667	12490	6865	8588
RACGAP1	905	995	929	1016	853	867
RAD1	2272	2139	2050	2518	1515	2113
RAD17	175	88	93	92	50	80
RAD18	316	260	207	623	352	394
RAD21	3604	3209	3145	4411	2206	3039
RAD23A	271	332	174	433	228	310
RAD23B	568	494	447	802	480	612
RAD50	718	599	492	766	331	606
RAD51AP1	232	258	188	387	211	245
RAD51B	300	363	345	355	212	288
RAD51C	532	484	432	772	514	565
RAD52	638	587	527	751	335	546
RAD54B	1044	1043	1035	1696	711	896
RAD54L	39	28	39	56	52	50
RAD54L2	60	78	69	130	70	99
RAD9B	85	61	82	64	50	93
RAE1	2195	2390	2115	3817	2386	2641
RAF1	1194	1123	1016	1400	891	1019
RAI14	1176	1172	1024	3229	1549	1979
RALA	491	506	424	950	475	612
RALB	855	816	609	1423	832	957
RALBP1	181	163	142	292	154	204
RALGAPA1	1161	1062	1009	1325	663	978
RALGAPA1P	439	287	267	473	194	294
RALGAPA2	900	755	675	678	483	594
RALGAPB	2317	1990	2036	3104	1942	2431
RALGDS	92	58	45	149	62	93
RALGPS1	564	529	420	393	282	344
RALGPS2	1450	1403	1063	2296	1015	1290
RALY	119	96	77	129	94	113
RALY-AS1	27	29	20	61	38	27
RALYL	47	34	13	193	68	58
RAMP2-AS1	80	94	84	40	46	65
RAN	9074	8304	7608	17045	9618	11436
RANBP1	242	219	228	350	259	268
RANBP10	91	83	69	75	49	106
RANBP17	1377	1028	1153	1380	662	1242
RANBP2	4751	3730	3177	6879	2519	4901
RANBP3L	139	57	129	52	17	64
RANBP6	7020	5837	5701	10145	5246	7440
RANBP9	756	699	703	1048	588	788
RANGAP1	25	19	13	50	36	26
RAP1A	455	340	447	659	364	399
RAP1B	582	546	451	939	470	641
RAP1GDS1	861	735	673	1277	764	825
RAP2A	1639	1349	1425	2485	1242	1496
RAP2B	1294	1346	1280	2657	1330	1683
RAP2C	1060	1149	1041	1574	811	1113
RAPGEF1	49	50	36	51	35	38
RAPGEF2	2281	2383	2031	2836	1686	2245
RAPGEF4	47	69	81	148	55	74
RAPGEF5	164	196	167	79	47	116
RAPGEF6	1805	1515	1360	2569	1198	1857
RAPH1	757	708	672	1117	509	732
RARB	857	725	723	1615	1097	1167
RARRES3	59	54	39	59	29	38
RARS	5470	5143	5153	10669	5693	7079
RARS2	3510	3318	2775	4901	2611	3596
RASA1	1724	1359	1181	2173	750	1498
RASA2	879	831	701	1640	570	1327
RASAL2	3179	3121	2924	5113	2679	4159
RASEF	52	41	7	74	11	44
RASGEF1B	135	75	76	163	105	103
RASGRF2	1192	1082	1141	1800	1027	1502
RASGRP1	92	135	107	169	38	117
RASGRP3	78	107	86	75	35	92
RASL11B	127	174	138	101	44	119
RASSF1	56	78	40	101	55	76
RASSF2	373	397	324	525	258	310
RASSF3	187	155	164	289	186	232
RASSF4	94	105	71	183	85	96
RASSF5	112	75	61	95	37	49
RASSF8	5157	4159	4049	8679	3293	4860
RASSF8-AS1	274	273	269	312	155	248
RASSF9	77	41	37	112	62	106
RAVER1	28	28	20	36	36	20
RAVER2	549	485	512	500	225	434
RB1	2042	1808	1525	2221	1024	1637
RB1CC1	2247	1787	1536	3537	1197	2177
RBAK	1422	1545	1133	2002	754	1430
RBBP4	3897	3673	3325	5808	3598	5026
RBBP5	1253	1071	1062	1761	1043	1285
RBBP6	3257	2891	2407	3573	1348	2853
RBBP7	448	399	361	400	292	372
RBBP8	5805	4854	4430	14487	7256	8879
RBBP9	1115	1021	858	1638	878	1560
RBCK1	46	47	38	47	33	33
RBFA	35	49	41	69	36	49
RBFOX1	122	125	118	347	187	198
RBFOX2	55	47	81	97	69	233
RBKS	112	97	102	140	73	106
RBL1	124	101	132	205	102	151
RBL2	1434	1591	1356	1639	995	1360
RBM10	43	39	35	38	34	36
RBM11	192	130	170	179	64	120
RBM12	613	549	521	819	469	649
RBM12B	374	372	387	516	207	363
RBM14	230	217	159	203	147	196
RBM15	236	196	203	266	169	212
RBM15B	167	123	111	182	129	152
RBM17	752	669	517	869	501	673
RBM18	3322	2790	2735	4384	2350	3169
RBM19	220	219	128	241	142	165
RBM20	174	141	147	157	92	152
RBM22	1560	1570	1437	2185	1401	1748
RBM23	4088	4126	3695	4388	2950	4283
RBM24	273	204	117	497	270	319
RBM25	6143	6435	5547	7987	4296	6216
RBM26	2057	1769	1361	2187	794	1528
RBM26-AS1	243	178	165	212	102	168
RBM27	583	588	488	947	485	703
RBM28	691	830	713	1092	697	786
RBM3	1253	1125	893	1769	1175	1120
RBM33	487	561	391	581	291	365
RBM34	2247	2002	1955	3622	2052	2621
RBM39	10583	10132	8840	12095	6236	9288
RBM4	2274	2312	2051	2785	1608	2179
RBM41	2543	1841	1252	2698	768	2291
RBM42	23	31	25	67	29	36
RBM43	44	31	50	22	12	16
RBM44	53	41	33	92	18	38
RBM45	115	94	97	160	115	119
RBM47	3500	2590	2741	2630	1501	2196
RBM48	1771	1675	1542	2179	1213	1568
RBM4B	934	900	796	921	601	792
RBM5	5193	5360	4531	5781	3354	4708
RBM5-AS1	639	687	674	520	344	562
RBM6	3312	3256	2721	3849	2213	2701
RBM7	2616	2533	2362	3985	1944	2949
RBM8A	4903	4855	4642	8026	5196	6076
RBMS1	699	625	659	1261	577	936
RBMS2	325	324	312	587	287	398
RBMS3	6391	6197	5507	7715	3383	5856
RBMS3-AS3	53	27	29	38	26	21
RBMX	12559	11811	11847	17458	9880	13231
RBMX2	344	389	312	504	291	355
RBMXL1	1299	1369	1253	1523	866	1236
RBP1	1784	2029	1635	4071	2254	2681
RBP7	19	37	27	29	29	48
RBPJ	16967	17267	15990	27806	15188	22480
RBPMS	78	69	71	383	176	122
RBSN	250	333	277	377	248	327
RBX1	3821	3696	3347	5776	3571	4135
RC3H1	13198	11179	10937	14254	6550	10028
RC3H2	478	515	558	948	418	586
RCAN1	551	688	504	5319	2420	2040
RCAN2	499	413	385	781	382	384
RCAN3	71	102	76	80	68	103
RCBTB1	1390	1302	1154	1736	1077	1554
RCBTB2	1349	830	941	651	437	532
RCC1	61	62	43	100	59	79
RCC2	414	475	411	650	591	726
RCCD1	63	64	56	79	42	41
RCE1	23	34	11	59	24	33
RCHY1	1958	1692	1583	2596	1351	1622
RCL1	409	400	275	514	254	399
RCN1	655	772	685	1206	658	939
RCN2	1051	1018	911	1352	765	1017
RCOR1	754	754	587	934	596	609
RCOR3	1924	1541	1484	1933	801	1424
RDH10	1512	1589	1270	5297	2830	3510
RDH11	6844	7409	6589	9672	6121	7598
RDH5	62	55	52	37	31	44
RDX	28917	23120	23501	31146	13558	22903
RECK	255	204	213	331	179	210
RECQL	1327	1511	1320	2736	1183	1871
RECQL5	73	74	75	74	77	79
REEP1	346	278	344	258	162	218
REEP3	5792	4826	4934	6494	3485	5087
REEP5	7264	7214	6312	9033	5577	7603
REL	786	900	676	731	215	761
RELA	89	117	90	157	66	108
RELL1	1532	1657	1559	2557	1297	1764
RELN	486	459	287	747	355	425
REPIN1	130	131	133	177	104	156
REPS1	511	526	517	644	341	523
REPS2	877	781	881	306	340	541
RER1	162	151	129	205	149	171
RERE	726	637	463	916	424	572
REST	2365	2010	1690	3413	2038	2445
RETSAT	94	131	65	120	64	86
REV1	910	911	830	1264	580	881
REV3L	8735	7688	5691	10185	3634	9143
REXO2	236	296	273	517	353	363
REXO4	59	60	44	72	44	39
RFC1	2723	2735	2524	3683	2035	2835
RFC2	159	111	100	174	129	194
RFC3	714	675	714	1315	643	824
RFC4	821	799	771	1167	781	1001
RFC5	1166	952	1009	1465	864	1042
RFESD	68	58	72	94	42	66
RFK	549	456	464	944	581	584
RFPL1S	55	55	43	56	56	41
RFPL2	71	77	47	50	51	54
RFT1	169	213	165	283	217	234
RFTN1	67	97	58	226	142	186
RFTN2	83	127	77	180	64	106
RFWD2	307	294	277	457	219	265
RFWD3	545	480	358	1205	616	803
RFX2	142	147	93	121	64	133
RFX3	6584	5595	5292	5892	2590	5564
RFX3-AS1	62	50	31	56	15	34
RFX4	422	346	396	641	582	594
RFX5	177	145	120	202	129	144
RFX7	1171	1211	1186	1794	940	1401
RFXANK	110	88	54	200	79	127
RFXAP	119	117	102	117	57	124
RGAG1	43	36	44	38	34	57
RGAG4	73	48	63	61	58	71
RGL1	790	722	672	1405	870	1115
RGMB	413	413	404	989	470	573
RGPD4	100	80	63	92	21	71
RGS16	170	259	135	228	126	179
RGS17	110	66	49	92	30	59
RGS2	2799	3460	2866	3274	2672	3167
RGS22	63	57	42	16	17	23
RGS3	29	28	21	112	35	31
RGS4	280	271	164	7157	2798	1756
RGS5	1465	1713	1053	8201	3187	6161
RGS6	21	31	36	45	28	59
RGS7BP	213	201	190	182	52	142
RGS9	52	62	49	80	56	36
RHBDD1	2088	2134	2177	2637	1549	2127
RHBDD2	497	472	300	420	278	399
RHBDF1	54	53	27	79	53	49
RHEB	242	248	265	316	175	218
RHNO1	792	725	605	792	648	742
RHOA	7893	8353	7439	12842	7956	9911
RHOB	56	52	24	150	64	41
RHOBTB1	728	785	640	1175	670	796
RHOBTB3	792	998	934	2173	1164	1393
RHOC	295	323	180	638	389	397
RHOH	220	168	161	174	124	144
RHOJ	129	142	114	289	109	136
RHOQ	1700	1482	1293	1953	807	1596
RHOT1	631	534	595	771	346	585
RHOU	564	588	521	713	421	523
RHPN2	478	428	401	749	427	631
RIBC1	184	167	121	168	102	163
RIBC2	68	68	48	22	32	38
RIC1	1247	1154	963	1409	627	1113
RIC3	553	589	454	505	339	378
RIC8A	259	293	154	507	296	298
RIC8B	344	261	289	320	199	304
RICTOR	4152	3765	2897	5112	1915	3801
RIF1	3673	3080	2493	4644	1728	3359
RIIAD1	57	34	26	57	51	52
RILPL1	38	40	37	59	28	37
RIMBP2	169	194	242	211	152	225
RIMKLA	110	166	135	163	117	174
RIMKLB	1571	1389	1287	1687	797	1216
RIMS1	109	98	77	271	139	171
RIMS2	149	116	94	532	214	203
RIMS3	99	116	105	169	101	82
RIN2	2101	1482	1492	2666	1415	1751
RINT1	1249	1060	895	1663	834	1302
RIOK1	1085	955	846	1811	1043	1200
RIOK2	3257	3110	3039	4450	2391	3590
RIOK3	2342	2492	1950	3670	1926	2789
RIPK1	147	127	122	274	126	163
RIPK2	142	180	141	312	111	127
RIT1	1207	1100	912	1906	1239	1411
RITA1	52	37	39	76	37	49
RLF	1302	1675	1183	2035	814	1537
RLIM	3963	3603	3225	4907	2706	4221
RMDN1	1512	1352	1304	1838	827	1442
RMDN2	132	99	79	160	78	85
RMDN3	140	156	108	169	116	93
RMI1	4025	4897	4187	5200	2388	4734
RMND1	1135	1356	1275	1924	1149	1353
RMND5A	12526	10624	10974	14869	8343	10741
RMRP	38	57	37	39	26	41
RMST	1789	1261	1039	1311	712	1045
RN7SK	458	553	462	450	483	442
RN7SL1	69	71	47	118	66	53
RNA18S5	4	464	8	8	5	8
RNA28S5	2472	6021	4081	725	395	9120
RNASE1	30	21	20	110	41	39
RNASE4	302	321	341	387	136	280
RNASEH1	313	250	172	644	328	450
RNASEH2A	48	51	44	85	48	71
RNASEH2B	73	51	45	95	61	54
